,name,code,rarity,min_price,avg_price
7,Skill Drain,DCR-,Rare,19.99,19.99
8,Skill Drain,TU08,Ultra Rare,20.0,30.84
9,Skill Drain,LART,Ultra Rare,22.63,44.6
10,Skill Drain,OP19,Ultimate Rare,40.0,46.04
0,Constellar Caduceus,MP22,Common,0.54,1.14
1,Constellar Caduceus,BLVO,Super Rare,0.67,1.75
0,Dinomorphia Domain,BACH,Secret Rare,3.99,7.38
0,Time Thief Temporwhal,GFP2,Ultra Rare,0.54,1.21
0,Mist Valley Baby Roc,HAC1,Common,0.42,1.63
1,Mist Valley Baby Roc,GFTP,Ultra Rare,0.5,1.67
2,Mist Valley Baby Roc,HA02,Super Rare,0.99,1.55
3,Mist Valley Baby Roc,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.68
4,Mist Valley Baby Roc,DT02,Duel Terminal Normal Parallel Rare,3.73,9.37
0,Red Reboot,SDRR,Common,0.66,1.63
1,Red Reboot,FLOD,Super Rare,1.0,1.79
2,Red Reboot,OP19,Common,1.04,1.45
3,Red Reboot,DUDE,Ultra Rare,1.09,2.12
4,Red Reboot,MP19,Prismatic Secret Rare,2.0,5.08
0,Noh-P.U.N.K. Deer Note,DIFO,Ultra Rare,2.98,6.25
0,D.D. Assault Carrier,BODE,Common,0.25,1.72
1,D.D. Assault Carrier,MP22,Ultra Rare,0.35,1.2
0,Ultimate Dragonic Utopia Ray,MP22,Rare,0.39,1.18
1,Ultimate Dragonic Utopia Ray,LIOV,Ultra Rare,0.75,1.57
0,Revival of the Immortals,ANPR,Super Rare,0.25,1.58
1,Revival of the Immortals,LDS3,Common,0.29,1.15
2,Revival of the Immortals,LC5D,Common,0.35,1.58
0,D/D Savant Copernicus,GFP2,Ultra Rare,0.24,1.43
1,D/D Savant Copernicus,SDPD,Common,0.58,2.42
0,Ultimate Slayer,POTE,Secret Rare,15.98,41.33
1,Ultimate Slayer,POTE,Starlight Rare,15.98,40.39
0,Fusion Substitute,LDK2,Common,0.51,1.35
1,Fusion Substitute,SDAZ,Common,0.54,1.14
2,Fusion Substitute,NECH,Common,1.12,1.35
3,Fusion Substitute,OP09,Common,1.14,1.42
4,Fusion Substitute,FUEN,Super Rare,1.34,2.15
0,Mathmech Addition,GFP2,Ultra Rare,0.5,1.43
1,Mathmech Addition,MYFI,Super Rare,2.71,4.57
0,Symphonic Warrior Rockks,DIFO,Common,0.29,1.8
0,Ursarctic Radiation,BACH,Ultra Rare,0.64,1.39
0,Fish Sonar,LED9,Ultra Rare,7.99,12.14
0,Sunvine Sowing,MP22,Common,0.25,1.12
1,Sunvine Sowing,BODE,Super Rare,0.35,1.32
0,Barrel Dragon,LDS1,Common,0.64,1.76
1,Barrel Dragon,LED2,Common,0.99,1.98
2,Barrel Dragon,HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.79
3,Barrel Dragon,DPBC,Rare,1.04,1.3
4,Barrel Dragon,LCJW,Common,1.14,1.35
5,Barrel Dragon,MC1-,Secret Rare,1.2,7.48
6,Barrel Dragon,DLG1,Rare,1.48,2.02
7,Barrel Dragon,MRD-,Ultra Rare,1.49,6.88
8,Barrel Dragon,SBSC,Super Rare,1.8,2.57
9,Barrel Dragon,DL1-,Super Rare,2.25,2.25
10,Barrel Dragon,RP01,Rare,3.34,5.32
11,Barrel Dragon,DB2-,Ultra Rare,3.49,6.08
12,Barrel Dragon,LART,Ultra Rare,3.84,6.0
13,Barrel Dragon,MRD-,Ultra Rare,5.64,14.43
14,Barrel Dragon,DT02,Duel Terminal Super Parallel Rare,6.75,10.4
15,Barrel Dragon,MRD-,Ultra Rare,8.99,8.99
16,Barrel Dragon,STP2,Ultra Rare,20.69,31.88
0,"Mardel, Generaider Boss of Light",GFP2,Ultra Rare,0.49,1.43
1,"Mardel, Generaider Boss of Light",MYFI,Secret Rare,6.99,12.45
0,Metalmorph,PP01,Super Rare,0.25,1.35
1,Metalmorph,BP02,Common,0.35,1.78
2,Metalmorph,MIL1,Common,0.35,1.37
3,Metalmorph,SDMM,Common,0.49,1.66
4,Metalmorph,BP03,Shatterfoil Rare,0.49,1.71
5,Metalmorph,SGX1,Common,0.54,1.18
6,Metalmorph,BP03,Common,0.57,1.71
7,Metalmorph,SDGR,Common,0.58,1.39
8,Metalmorph,LCJW,Common,0.79,1.68
9,Metalmorph,BP02,Mosaic Rare,0.89,1.69
10,Metalmorph,SP13,Starfoil Rare,0.98,1.52
11,Metalmorph,PP01,Secret Rare,1.1,1.35
12,Metalmorph,SP13,Common,1.29,1.65
13,Metalmorph,DT02,Duel Terminal Normal Parallel Rare,1.96,1.96
14,Metalmorph,SBSC,Ultra Rare,3.29,4.7
15,Metalmorph,FMR-,Prismatic Secret Rare,15.0,55.71
16,Metalmorph,WP11,Super Rare,179.99,266.99
0,Rainbow Dark Dragon,SDSA,Common,0.18,1.66
1,Rainbow Dark Dragon,RYMP,Common,0.25,1.41
2,Rainbow Dark Dragon,LDS1,Common,0.25,1.24
3,Rainbow Dark Dragon,SGX1,Common,0.25,1.17
4,Rainbow Dark Dragon,SDCB,Common,0.25,1.13
5,Rainbow Dark Dragon,BLRR,Ultra Rare,1.19,2.18
6,Rainbow Dark Dragon,LCGX,Ultra Rare,1.69,2.72
7,Rainbow Dark Dragon,PTDN,Secret Rare,30.94,43.74
0,Crow Tengu,DIFO,Common,0.41,1.83
0,"Bahalutiya, the Grand Radiance",MP22,Rare,0.54,1.16
1,"Bahalutiya, the Grand Radiance",LIOV,Secret Rare,1.64,3.46
2,"Bahalutiya, the Grand Radiance",LIOV,Starlight Rare,1.64,3.86
0,"Clavkiys, the Magikey Skyblaster",MP22,Rare,0.29,1.17
1,"Clavkiys, the Magikey Skyblaster",DAMA,Common,0.35,1.73
0,"Ascator, Dawnwalker",LDS3,Ultra Rare,1.0,1.92
1,"Ascator, Dawnwalker",LED5,Ultra Rare,2.38,4.85
0,Accel Synchron,LED6,Common,0.25,1.24
1,Accel Synchron,LDS3,Common,0.29,1.16
2,Accel Synchron,SDSE,Super Rare,0.68,2.78
0,Fallen Sanctuary,GFP2,Ultra Rare,0.5,1.84
0,The Agent of Entropy - Uranus,DUEA,Common,0.35,1.34
1,The Agent of Entropy - Uranus,GFP2,Ultra Rare,0.43,1.58
2,The Agent of Entropy - Uranus,PRIO,Super Rare,2.83,4.69
0,Marincess Sea Horse,LED9,Common,0.29,1.58
1,Marincess Sea Horse,MP20,Super Rare,0.49,1.52
2,Marincess Sea Horse,RIRA,Ultra Rare,2.0,4.53
3,Marincess Sea Horse,RIRA,Starlight Rare,3.08,4.5
0,Predaplant Heliamphorhynchus,LDS3,Common,0.29,1.16
1,Predaplant Heliamphorhynchus,LED5,Super Rare,1.29,2.25
0,D/D/D Destiny King Zero Laplace,GFP2,Ultra Rare,0.54,1.61
1,D/D/D Destiny King Zero Laplace,YA03,Ultra Rare,4.99,9.58
0,Crystal Raigeki,FOTB,Common,0.25,1.28
1,Crystal Raigeki,SGX1,Common,0.25,1.18
2,Crystal Raigeki,DP07,Common,0.31,1.3
3,Crystal Raigeki,LCGX,Common,0.35,1.43
4,Crystal Raigeki,RYMP,Super Rare,0.35,1.58
5,Crystal Raigeki,DT01,Duel Terminal Normal Parallel Rare,1.0,1.0
0,Fabled Lurrie,HAC1,Common,0.42,1.65
1,Fabled Lurrie,HAC1,Duel Terminal Normal Parallel Rare,1.03,1.71
2,Fabled Lurrie,HA02,Super Rare,1.24,1.81
3,Fabled Lurrie,DT02,Duel Terminal Normal Parallel Rare,2.81,4.86
0,Golden Ladybug,LODT,Rare,2.74,4.09
1,Golden Ladybug,DT03,Duel Terminal Normal Parallel Rare,7.95,7.95
2,Golden Ladybug,SBTK,Super Rare,8.1,14.68
3,Golden Ladybug,STP3,Common,15.57,15.57
0,Floowandereeze & Robina,MP22,Rare,0.49,1.73
1,Floowandereeze & Robina,BODE,Super Rare,0.99,1.98
0,Skull Servant,LOB-,Common,0.99,2.21
1,Skull Servant,LOB-,Common,1.67,8.82
2,Skull Servant,DB1-,Common,1.85,3.69
3,Skull Servant,SBLS,Common,1.87,2.54
4,Skull Servant,OP01,Short Print,2.88,3.71
5,Skull Servant,LOB-,Common,3.25,3.25
6,Skull Servant,STP3,Super Rare,4.58,8.26
7,Skull Servant,LCYW,Ultra Rare,11.27,15.77
0,Rank-Up-Magic Quick Chaos,LED9,Common,0.29,1.1
1,Rank-Up-Magic Quick Chaos,DLCS,Ultra Rare,0.35,1.81
2,Rank-Up-Magic Quick Chaos,DRLG,Secret Rare,0.67,2.05
0,Melffy Pinny,POTE,Common,0.49,1.64
0,Deep Sea Repetiteur,HAC1,Secret Rare,0.97,4.01
0,Heritage of the Light,BODE,Common,0.25,1.75
1,Heritage of the Light,MP22,Ultra Rare,0.35,1.2
0,Damage Condenser,SGX1,Common,0.54,1.16
1,Damage Condenser,SDBE,Common,0.65,1.25
2,Damage Condenser,SOI-,Super Rare,0.99,1.47
3,Damage Condenser,SOI-,Ultimate Rare,1.15,1.48
4,Damage Condenser,DT03,Duel Terminal Normal Parallel Rare,2.07,2.07
5,Damage Condenser,DR04,Super Rare,4.45,13.5
0,Machine Angel Ritual,SGX1,Common,0.54,1.18
1,Machine Angel Ritual,DPDG,Common,0.57,1.7
2,Machine Angel Ritual,LED4,Common,0.57,1.69
3,Machine Angel Ritual,DLCS,Common,0.99,1.8
4,Machine Angel Ritual,DRL3,Ultra Rare,1.0,1.75
0,Ancient Gear Gadget,LDS1,Common,0.25,1.75
1,Ancient Gear Gadget,SGX1,Common,0.25,1.15
2,Ancient Gear Gadget,SR03,Ultra Rare,0.49,1.82
0,Blue-Eyes Ultimate Dragon,LDS2,Ultra Rare,1.74,2.69
1,Blue-Eyes Ultimate Dragon,DPRP,Rare,1.98,2.96
2,Blue-Eyes Ultimate Dragon,LDK2,Ultra Rare,2.22,4.11
3,Blue-Eyes Ultimate Dragon,LCKC,Secret Rare,3.13,5.06
4,Blue-Eyes Ultimate Dragon,DPKB,Ultra Rare,3.2,5.31
5,Blue-Eyes Ultimate Dragon,JMP-,Ultra Rare,4.58,43.84
6,Blue-Eyes Ultimate Dragon,PGLD,Gold Rare,5.0,8.48
7,Blue-Eyes Ultimate Dragon,SBLS,Ultra Rare,8.39,13.54
8,Blue-Eyes Ultimate Dragon,GLD1,Gold Rare,10.89,10.89
9,Blue-Eyes Ultimate Dragon,RP01,Secret Rare,14.99,46.96
10,Blue-Eyes Ultimate Dragon,JMP-,Secret Rare,17.49,28.09
11,Blue-Eyes Ultimate Dragon,DLG1,Super Rare,17.99,39.32
12,Blue-Eyes Ultimate Dragon,GFP2,Ghost Rare,40.95,47.98
13,Blue-Eyes Ultimate Dragon,BATT,Starfoil Rare,65.67,71.41
0,Eda the Sun Magician,MP22,Common,0.25,1.12
1,Eda the Sun Magician,LIOV,Super Rare,0.35,1.81
0,Cyber Tutu,SGX1,Common,0.54,1.4
1,Cyber Tutu,EOJ-,Common,0.99,1.36
2,Cyber Tutu,DR04,Common,10.58,10.58
0,"Radian, the Multidimensional Kaiju",SDAZ,Common,0.35,1.23
1,"Radian, the Multidimensional Kaiju",SDSA,Common,1.24,1.99
2,"Radian, the Multidimensional Kaiju",DOCS,Rare,1.93,3.2
3,"Radian, the Multidimensional Kaiju",MP16,Rare,2.68,4.1
0,Cynet Cascade,BODE,Common,0.42,1.76
1,Cynet Cascade,MP22,Common,0.54,1.13
0,Illegal Knight,DIFO,Secret Rare,2.83,5.03
0,Omega Judgment,DIFO,Common,0.6,1.78
0,Heroic Challenger - Morning Star,DIFO,Common,0.41,1.87
0,Terrors of the Underroot,LIOV,Common,0.43,1.76
1,Terrors of the Underroot,MP22,Common,0.46,1.13
0,Naturia Landoise,HAC1,Common,0.42,1.59
1,Naturia Landoise,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.63
2,Naturia Landoise,HA04,Secret Rare,1.48,1.85
3,Naturia Landoise,DT04,Duel Terminal Ultra Parallel Rare,9.29,11.96
0,Ally of Justice Unlimiter,HA02,Super Rare,0.25,1.35
1,Ally of Justice Unlimiter,HAC1,Common,0.25,1.56
2,Ally of Justice Unlimiter,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.68
3,Ally of Justice Unlimiter,DT02,Duel Terminal Normal Parallel Rare,2.53,2.53
0,Gernia,LDS3,Ultra Rare,0.62,1.3
1,Gernia,SDZW,Common,0.99,1.3
2,Gernia,GLD5,Common,1.49,4.76
3,Gernia,CP04,Ultra Rare,20.95,50.87
0,Order to Charge,SS03,Ultra Rare,0.98,1.4
1,Order to Charge,AST-,Short Print,1.24,1.66
2,Order to Charge,DR2-,Common,1.29,2.16
3,Order to Charge,STP3,Common,1.54,1.85
0,Floowandereeze and the Unexplored Winds,MP22,Rare,0.54,1.22
1,Floowandereeze and the Unexplored Winds,BODE,Super Rare,1.18,1.45
0,Branded Opening,MP22,Prismatic Secret Rare,3.74,5.08
1,Branded Opening,DAMA,Super Rare,4.34,10.1
0,Crystal Beast Topaz Tiger,SGX1,Common,0.54,1.19
1,Crystal Beast Topaz Tiger,SDCB,Common,0.54,1.15
2,Crystal Beast Topaz Tiger,LDS1,Common,0.64,1.4
3,Crystal Beast Topaz Tiger,DP07,Rare,0.8,1.86
4,Crystal Beast Topaz Tiger,LCGX,Common,0.99,1.75
5,Crystal Beast Topaz Tiger,FOTB,Rare,1.24,1.74
6,Crystal Beast Topaz Tiger,FOTB,Ultimate Rare,1.24,1.75
7,Crystal Beast Topaz Tiger,RYMP,Super Rare,2.23,3.36
0,Beetrooper Assault Roller,MP22,Common,0.25,1.12
1,Beetrooper Assault Roller,BODE,Common,0.4,1.81
0,Elemental HERO Thunder Giant,SGX1,Common,0.54,1.48
1,Elemental HERO Thunder Giant,DP1-,Rare,1.49,1.91
2,Elemental HERO Thunder Giant,LCGX,Common,1.64,2.96
3,Elemental HERO Thunder Giant,TLM-,Ultra Rare,6.78,21.58
4,Elemental HERO Thunder Giant,TLM-,Ultimate Rare,6.78,17.88
5,Elemental HERO Thunder Giant,MF01,Normal Parallel Rare,7.0,29.95
6,Elemental HERO Thunder Giant,EHC2,Secret Rare,7.49,25.6
7,Elemental HERO Thunder Giant,DR3-,Ultra Rare,13.93,42.63
0,Naturia Butterfly,HAC1,Common,0.42,1.7
1,Naturia Butterfly,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.77
2,Naturia Butterfly,HA04,Super Rare,1.32,1.68
3,Naturia Butterfly,DT04,Duel Terminal Rare Parallel Rare,1.76,1.76
0,Zaralaam the Dark Palace,GRCR,Rare,0.29,1.68
0,Dverg of the Nordic Alfar,OP18,Common,0.76,1.45
1,Dverg of the Nordic Alfar,STOR,Rare,0.96,1.2
2,Dverg of the Nordic Alfar,LEHD,Common,0.99,1.68
3,Dverg of the Nordic Alfar,LC5D,Secret Rare,1.49,3.59
0,Windwitch - Blizzard Bell,BLVO,Common,0.25,1.71
1,Windwitch - Blizzard Bell,MP22,Common,0.25,1.12
0,Dragunity Pilum,HAC1,Common,0.33,1.63
1,Dragunity Pilum,HA04,Super Rare,0.99,1.46
2,Dragunity Pilum,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.73
3,Dragunity Pilum,DT04,Duel Terminal Rare Parallel Rare,1.33,2.02
0,Volcanic Blaster,SGX1,Common,0.25,1.16
1,Volcanic Blaster,FOTB,Common,0.35,1.44
0,Ojama Green,DP2-,Common,0.48,2.09
1,Ojama Green,SGX1,Common,0.54,1.25
2,Ojama Green,DCR-,Common,0.99,1.83
3,Ojama Green,DR1-,Common,1.68,2.37
4,Ojama Green,DCR-,Common,1.98,1.98
0,Gunkan Suship Uni,MP22,Common,0.25,1.14
1,Gunkan Suship Uni,BODE,Common,0.35,1.72
0,CXyz N.As.Ch. Knight,LED9,Super Rare,0.35,1.23
0,Spright Starter,POTE,Ultra Rare,4.98,7.86
0,Star Mine,MP22,Common,0.42,1.11
1,Star Mine,LIOV,Common,0.43,1.68
0,Mathmech Circular,POTE,Super Rare,0.98,1.8
0,S-Force Retroactive,BACH,Super Rare,0.55,1.57
0,Albion the Branded Dragon,SDAZ,Common,0.49,1.43
1,Albion the Branded Dragon,MP22,Prismatic Secret Rare,1.0,2.01
2,Albion the Branded Dragon,LIOV,Ultra Rare,2.99,6.83
0,Moray of Avarice,POTE,Ultra Rare,1.2,3.46
0,Gunkan Suship Uni-class Super-Dreadnought,MP22,Common,0.46,1.14
1,Gunkan Suship Uni-class Super-Dreadnought,BODE,Super Rare,1.19,1.4
0,The Fabled Ganashia,HAC1,Common,0.42,1.63
1,The Fabled Ganashia,HA04,Super Rare,0.99,1.46
2,The Fabled Ganashia,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.67
3,The Fabled Ganashia,DT04,Duel Terminal Normal Parallel Rare,3.78,3.9
0,Cyberdark Dragon,SGX1,Common,0.54,1.16
1,Cyberdark Dragon,SDCS,Common,0.58,1.89
2,Cyberdark Dragon,LDS1,Common,0.64,1.71
3,Cyberdark Dragon,DP04,Super Rare,2.92,4.43
4,Cyberdark Dragon,CDIP,Ultra Rare,10.75,21.38
5,Cyberdark Dragon,CDIP,Ultimate Rare,10.75,19.49
6,Cyberdark Dragon,DT05,Duel Terminal Rare Parallel Rare,220.0,220.0
0,Pile Armed Dragon,HAC1,Secret Rare,2.0,6.49
0,Rainbow Overdragon,SGX1,Common,0.25,1.2
1,Rainbow Overdragon,SDCB,Super Rare,0.25,1.26
2,Rainbow Overdragon,LDS1,Ultra Rare,1.4,2.77
3,Rainbow Overdragon,LED2,Super Rare,2.28,5.32
0,Future Drive,LED6,Rare,0.25,1.2
1,Future Drive,LDS3,Common,0.54,1.16
0,Magikey Beast - Ansyalabolas,MP22,Common,0.25,1.12
1,Magikey Beast - Ansyalabolas,DAMA,Super Rare,0.49,1.86
0,Shinobi Insect Hagakuremino,MP22,Common,0.42,1.11
1,Shinobi Insect Hagakuremino,DAMA,Common,0.43,1.7
0,Chaos Command Magician,LDS3,Ultra Rare,0.83,1.54
1,Chaos Command Magician,SD6-,Common,1.69,2.26
2,Chaos Command Magician,TP7-,Rare,3.99,5.81
3,Chaos Command Magician,DR1-,Super Rare,4.0,10.19
4,Chaos Command Magician,MFC-,Ultra Rare,5.25,14.84
0,Machina Unclaspare,BLVO,Common,0.3,1.73
1,Machina Unclaspare,MP22,Ultra Rare,0.39,1.17
0,XYZ Combine,BACH,Super Rare,0.53,1.66
0,Predaplanning,LDS3,Common,0.54,1.2
1,Predaplanning,LED5,Rare,1.76,2.24
0,Vanguard of the Underground Emperor,POTE,Common,0.29,1.69
0,Frostosaurus,YS12,Common,0.25,1.41
1,Frostosaurus,LED9,Common,0.41,1.76
2,Frostosaurus,BP02,Common,0.99,1.25
3,Frostosaurus,BP02,Mosaic Rare,1.1,1.26
4,Frostosaurus,STON,Rare,1.19,1.51
5,Frostosaurus,STON,Ultimate Rare,1.19,1.46
0,Black Brachios,SGX1,Common,0.54,1.16
1,Black Brachios,BP03,Shatterfoil Rare,0.57,1.39
2,Black Brachios,LVAL,Common,0.61,1.23
3,Black Brachios,BP03,Rare,0.97,1.29
4,Black Brachios,SR04,Common,0.99,1.16
0,Diabound Kernel,LDS3,Common,0.54,1.15
1,Diabound Kernel,LED5,Common,0.64,1.76
2,Diabound Kernel,DUSA,Ultra Rare,1.23,1.7
0,Harpie's Pet Dragon - Fearsome Fire Blast,LDS3,Secret Rare,2.48,4.05
0,Dimension Shifter,SDCB,Common,0.69,1.58
1,Dimension Shifter,MP22,Ultra Rare,1.43,2.43
2,Dimension Shifter,TN19,Prismatic Secret Rare,5.0,11.8
0,"Shif, Fairy of the Ghoti",POTE,Super Rare,1.16,1.23
0,Earthbound Immortal Chacu Challhua,LDS3,Common,0.54,1.16
1,Earthbound Immortal Chacu Challhua,LC5D,Super Rare,2.9,3.66
2,Earthbound Immortal Chacu Challhua,ANPR,Ultra Rare,3.18,6.13
3,Earthbound Immortal Chacu Challhua,ANPR,Ultimate Rare,3.18,6.05
4,Earthbound Immortal Chacu Challhua,CT06,Secret Rare,13.89,31.49
0,Rank-Up-Magic - The Seventh One,LED9,Common,0.42,1.77
1,Rank-Up-Magic - The Seventh One,MAGO,Premium Gold Rare,0.99,1.76
2,Rank-Up-Magic - The Seventh One,OP15,Common,1.04,1.28
3,Rank-Up-Magic - The Seventh One,MP15,Secret Rare,1.49,2.05
4,Rank-Up-Magic - The Seventh One,PRIO,Secret Rare,1.99,4.04
0,"Loris, Lady of Lament",POTE,Super Rare,0.43,1.27
0,Libromancer Fire,DIFO,Secret Rare,2.99,5.76
0,Fire Opal Head,BACH,Common,0.41,1.76
0,Ultimate Fusion,BACH,Super Rare,0.99,2.15
0,Inzektor Ladybug,GAOV,Common,0.25,1.27
1,Inzektor Ladybug,GRCR,Rare,0.29,1.6
0,Rainbow Life,SGX1,Common,0.54,1.2
1,Rainbow Life,PTDN,Rare,1.96,4.73
0,Sylvan Dancepione,DIFO,Super Rare,0.39,1.3
0,Armed Dragon LV7,SGX1,Common,0.54,1.18
1,Armed Dragon LV7,LED2,Common,0.99,1.77
2,Armed Dragon LV7,SGX1,Secret Rare,1.09,1.19
3,Armed Dragon LV7,LCYW,Common,1.18,2.03
4,Armed Dragon LV7,OP15,Common,1.24,1.65
5,Armed Dragon LV7,DP2-,Super Rare,1.68,2.26
6,Armed Dragon LV7,SOD-,Ultra Rare,3.98,7.7
7,Armed Dragon LV7,SOD-,Ultimate Rare,3.98,7.7
8,Armed Dragon LV7,SD1-,Secret Rare,12.99,62.0
9,Armed Dragon LV7,DR3-,Ultra Rare,29.09,31.93
0,Live☆Twin Ki-sikil Frost,MP22,Super Rare,1.04,1.19
1,Live☆Twin Ki-sikil Frost,LIOV,Ultra Rare,4.38,4.85
2,Live☆Twin Ki-sikil Frost,LIOV,Starlight Rare,4.38,4.85
0,The Fabled Kudabbi,HAC1,Common,0.54,1.58
1,The Fabled Kudabbi,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.69
2,The Fabled Kudabbi,HA04,Secret Rare,1.14,1.52
3,The Fabled Kudabbi,DT04,Duel Terminal Super Parallel Rare,4.46,4.46
0,Aeropixthree,MP22,Common,0.42,1.09
1,Aeropixthree,DAMA,Common,0.43,1.72
0,Imperial Iron Wall,TAMA,Rare,0.29,1.76
1,Imperial Iron Wall,SDZW,Common,0.68,2.0
2,Imperial Iron Wall,SDSE,Common,0.87,2.3
3,Imperial Iron Wall,LCJW,Ultra Rare,1.57,4.78
4,Imperial Iron Wall,OP01,Super Rare,2.89,4.25
0,Duelist Alliance,TAMA,Rare,0.52,1.78
1,Duelist Alliance,BLRR,Ultra Rare,1.12,2.39
2,Duelist Alliance,LEDD,Common,1.24,1.83
3,Duelist Alliance,MACR,Secret Rare,1.98,6.81
0,Armed Dragon LV10 White,MP22,Rare,0.54,1.23
1,Armed Dragon LV10 White,BLVO,Ultra Rare,0.75,2.04
0,Armed Dragon Thunder LV5,MP22,Common,0.54,1.19
1,Armed Dragon Thunder LV5,BLVO,Super Rare,1.08,1.41
0,Strategist of the Ice Barrier,HAC1,Common,0.33,1.62
1,Strategist of the Ice Barrier,SDFC,Common,0.5,1.66
2,Strategist of the Ice Barrier,HA04,Super Rare,0.57,1.45
3,Strategist of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,0.99,1.69
4,Strategist of the Ice Barrier,DT04,Duel Terminal Normal Parallel Rare,3.49,4.16
0,Exosister Carpedivem,GRCR,Rare,0.29,1.59
0,The Eye of Timaeus,LEDD,Common,4.5,7.93
1,The Eye of Timaeus,DLCS,Ultra Rare,4.99,8.26
2,The Eye of Timaeus,DRL3,Ultra Rare,6.3,8.84
3,The Eye of Timaeus,DRLG,Secret Rare,13.85,25.98
4,The Eye of Timaeus,GFP2,Ghost Rare,14.95,25.25
0,Ferret Flames,SDCB,Common,0.58,1.16
1,Ferret Flames,MP16,Common,1.49,3.6
2,Ferret Flames,CORE,Common,2.24,3.48
0,Odd-Eyes Rebellion Dragon Overlord,GFP2,Ultra Rare,0.65,1.38
0,Scareclaw Light-Heart,POTE,Ultra Rare,1.66,2.64
0,Xyz Universe,GRCR,Super Rare,0.42,1.61
1,Xyz Universe,PRIO,Rare,0.65,1.42
0,Heavy Beetrooper Mighty Neptune,MP22,Common,0.54,1.14
1,Heavy Beetrooper Mighty Neptune,BODE,Ultra Rare,0.76,1.54
0,Fossil Fusion,GFP2,Ultra Rare,0.46,1.65
1,Fossil Fusion,BLAR,Secret Rare,1.44,2.29
0,Crystal Beast Emerald Tortoise,SGX1,Common,0.54,1.17
1,Crystal Beast Emerald Tortoise,SDCB,Common,0.54,1.15
2,Crystal Beast Emerald Tortoise,LDS1,Common,0.64,1.21
3,Crystal Beast Emerald Tortoise,FOTB,Common,0.99,1.33
4,Crystal Beast Emerald Tortoise,LCGX,Common,0.99,1.34
5,Crystal Beast Emerald Tortoise,DP07,Common,1.09,1.32
6,Crystal Beast Emerald Tortoise,RYMP,Super Rare,3.3,6.69
0,Emergency Teleport,GRCR,Rare,0.33,1.54
1,Emergency Teleport,GRCR,Collector's Rare,0.33,1.63
2,Emergency Teleport,GFTP,Ultra Rare,1.6,4.15
3,Emergency Teleport,PGL3,Gold Rare,1.99,4.0
4,Emergency Teleport,LC5D,Secret Rare,2.47,22.92
5,Emergency Teleport,HSRD,Ultra Rare,2.99,5.52
6,Emergency Teleport,TDGS,Ultra Rare,4.78,9.31
7,Emergency Teleport,TDGS,Ultimate Rare,4.78,7.53
0,Supreme King's Castle,LDS3,Common,0.29,1.17
1,Supreme King's Castle,LED5,Rare,1.09,1.26
0,Lovely Labrynth of the Silver Castle,TAMA,Ultra Rare,4.38,5.69
1,Lovely Labrynth of the Silver Castle,TAMA,Collector's Rare,4.47,5.68
0,Swordsoul Sinister Sovereign - Qixing Longyuan,BACH,Secret Rare,3.79,5.18
0,Labrynth Stovie Torbie,TAMA,Rare,0.29,1.82
0,Naturia Exterio,HAC1,Duel Terminal Ultra Parallel Rare,0.99,1.98
1,Naturia Exterio,HA04,Secret Rare,3.56,5.25
2,Naturia Exterio,DT04,Duel Terminal Ultra Parallel Rare,15.99,23.32
0,Dinowrestler Iguanodraka,MP22,Common,0.54,1.13
1,Dinowrestler Iguanodraka,DAMA,Super Rare,0.64,1.71
0,Samurai of the Ice Barrier,HA03,Super Rare,0.25,1.36
1,Samurai of the Ice Barrier,BP02,Common,0.35,1.45
2,Samurai of the Ice Barrier,BP02,Mosaic Rare,0.35,1.44
3,Samurai of the Ice Barrier,HAC1,Common,1.03,1.73
4,Samurai of the Ice Barrier,HAC1,Duel Terminal Normal Parallel Rare,1.03,1.73
5,Samurai of the Ice Barrier,DT03,Duel Terminal Rare Parallel Rare,8.06,15.54
0,Elemental HERO Neos Kluger,GFP2,Ultra Rare,1.0,1.64
0,"Castel, the Skyblaster Musketeer",DUDE,Ultra Rare,0.25,1.79
1,"Castel, the Skyblaster Musketeer",GRCR,Rare,0.29,1.71
2,"Castel, the Skyblaster Musketeer",PGL3,Gold Rare,0.3,1.69
3,"Castel, the Skyblaster Musketeer",CT12,Super Rare,0.5,2.61
4,"Castel, the Skyblaster Musketeer",DUEA,Super Rare,0.99,1.62
5,"Castel, the Skyblaster Musketeer",DUSA,Ultra Rare,1.19,1.72
6,"Castel, the Skyblaster Musketeer",AP07,Ultimate Rare,29.4,40.05
0,Exosister Sophia,GRCR,Ultra Rare,8.0,13.28
1,Exosister Sophia,GRCR,Collector's Rare,8.47,13.12
0,"Dogmatika Ecclesia, the Virtuous",MP21,Prismatic Secret Rare,5.95,8.8
1,"Dogmatika Ecclesia, the Virtuous",ROTD,Ultra Rare,6.47,8.19
2,"Dogmatika Ecclesia, the Virtuous",ROTD,Starlight Rare,6.47,8.23
